id,user_id,protocol,start_timestep,last_timestep,total_time,wifi_duration,privacy_score
pedestrian_1-1-pt_4262_W_LNBM8,pedestrian_1-1-pt_4262,WiFi,24954.0,25200.0,247.0,6777.0,0.03644680537110816
pedestrian_1-1-pt_4380_W_HJ659,pedestrian_1-1-pt_4380,WiFi,21300.0,21443.0,144.0,5550.0,0.025945945945945945
pedestrian_1-1-pt_4541_W_WGJYU,pedestrian_1-1-pt_4541,WiFi,21549.0,21684.0,136.0,5793.0,0.023476609701363716
pedestrian_1-1-pt_4595_W_TTV84,pedestrian_1-1-pt_4595,WiFi,20176.0,20419.0,244.0,5624.0,0.04338549075391181
pedestrian_1-1-pt_4645_W_TP3NQ,pedestrian_1-1-pt_4645,WiFi,22923.0,23073.0,151.0,6155.0,0.02453290008123477
pedestrian_1-1-pt_4671_W_18BLK,pedestrian_1-1-pt_4671,WiFi,23082.0,23352.0,271.0,6848.0,0.039573598130841124
pedestrian_1-1-pt_4715_W_CWRO2,pedestrian_1-1-pt_4715,WiFi,23822.0,23960.0,139.0,6476.0,0.021463866584311302
pedestrian_1-1-pt_4736_W_3QPT6,pedestrian_1-1-pt_4736,WiFi,19536.0,19760.0,225.0,6324.0,0.03557874762808349
pedestrian_1-1-pt_4785_W_A8BS3,pedestrian_1-1-pt_4785,WiFi,23175.0,23370.0,196.0,5870.0,0.03339011925042589
pedestrian_1-1-pt_4875_W_94DV3,pedestrian_1-1-pt_4875,WiFi,23159.0,23379.0,221.0,6465.0,0.034184068058778036
pedestrian_1-1-pt_4879_W_R23D4,pedestrian_1-1-pt_4879,WiFi,19079.0,19253.0,175.0,6641.0,0.02635145309441349
pedestrian_1-1-pt_4901_W_3XJ2M,pedestrian_1-1-pt_4901,WiFi,20517.0,20690.0,174.0,5436.0,0.03200883002207505
pedestrian_1-1-pt_4919_W_0PNFM,pedestrian_1-1-pt_4919,WiFi,21128.0,21346.0,219.0,5432.0,0.040316642120765835
pedestrian_1-1-pt_494_W_KBLM4,pedestrian_1-1-pt_494,WiFi,19689.0,19899.0,211.0,6748.0,0.03126852400711322
pedestrian_1-1-pt_4966_W_PZ335,pedestrian_1-1-pt_4966,WiFi,23202.0,23366.0,165.0,6016.0,0.02742686170212766
pedestrian_1-1-pt_498_W_FRTNH,pedestrian_1-1-pt_498,WiFi,21553.0,21899.0,347.0,5446.0,0.06371648916636063
pedestrian_1-1-pt_4996_W_92SIZ,pedestrian_1-1-pt_4996,WiFi,19458.0,19634.0,177.0,6860.0,0.025801749271137025
pedestrian_1-1-pt_5078_W_059F1,pedestrian_1-1-pt_5078,WiFi,22769.0,23064.0,296.0,7162.0,0.04132923764311645
pedestrian_1-1-pt_5115_W_0JTAI,pedestrian_1-1-pt_5115,WiFi,21710.0,21839.0,130.0,6515.0,0.019953952417498082
pedestrian_1-1-pt_5139_W_PW3OQ,pedestrian_1-1-pt_5139,WiFi,24856.0,25068.0,213.0,7125.0,0.029894736842105262
pedestrian_1-1-pt_5167_W_N7CCT,pedestrian_1-1-pt_5167,WiFi,21510.0,21755.0,246.0,7055.0,0.034868887313961726
pedestrian_1-1-pt_5193_W_JPDOD,pedestrian_1-1-pt_5193,WiFi,20993.0,21181.0,189.0,6293.0,0.030033370411568408
pedestrian_1-1-pt_5199_W_REIG0,pedestrian_1-1-pt_5199,WiFi,20201.0,20549.0,349.0,6359.0,0.05488284321434188
pedestrian_1-1-pt_521_W_9RGWY,pedestrian_1-1-pt_521,WiFi,20748.0,20964.0,217.0,6656.0,0.032602163461538464
pedestrian_1-1-pt_5241_W_BZYDG,pedestrian_1-1-pt_5241,WiFi,21323.0,21582.0,260.0,6257.0,0.04155346012466038
pedestrian_1-1-pt_5258_W_QJRYL,pedestrian_1-1-pt_5258,WiFi,24708.0,24949.0,242.0,6796.0,0.03560918187168923
pedestrian_1-1-pt_527_W_RXPWC,pedestrian_1-1-pt_527,WiFi,21789.0,21931.0,143.0,6069.0,0.023562366122919755
pedestrian_1-1-pt_5275_W_VN2ZE,pedestrian_1-1-pt_5275,WiFi,21991.0,22388.0,398.0,6382.0,0.062362895643998745
pedestrian_1-1-pt_5298_W_CSI9J,pedestrian_1-1-pt_5298,WiFi,20202.0,20355.0,154.0,5573.0,0.027633231652610803
pedestrian_1-1-pt_530_W_NXEWX,pedestrian_1-1-pt_530,WiFi,24418.0,24562.0,145.0,7080.0,0.020480225988700564
pedestrian_1-1-pt_5324_W_5OGBX,pedestrian_1-1-pt_5324,WiFi,24754.0,25121.0,368.0,5831.0,0.06311095866918195
pedestrian_1-1-pt_5357_W_UWC5I,pedestrian_1-1-pt_5357,WiFi,23076.0,23244.0,169.0,6555.0,0.02578184591914569
pedestrian_1-1-pt_5392_W_QETXR,pedestrian_1-1-pt_5392,WiFi,23537.0,23744.0,208.0,6937.0,0.02998414300129739
pedestrian_1-1-pt_5481_W_M6LD4,pedestrian_1-1-pt_5481,WiFi,20330.0,20572.0,243.0,5875.0,0.04136170212765958
pedestrian_1-1-pt_560_W_86RCI,pedestrian_1-1-pt_560,WiFi,21328.0,21588.0,261.0,6756.0,0.038632326820603906
pedestrian_1-1-pt_5666_W_SNB6B,pedestrian_1-1-pt_5666,WiFi,22740.0,22968.0,229.0,6142.0,0.03728427222403126
pedestrian_1-1-pt_571_W_QGE8X,pedestrian_1-1-pt_571,WiFi,23084.0,23394.0,311.0,5967.0,0.052119993296463885
pedestrian_1-1-pt_5897_W_GHC2T,pedestrian_1-1-pt_5897,WiFi,21833.0,22060.0,228.0,6252.0,0.036468330134357005
pedestrian_1-1-pt_5906_W_CU3I5,pedestrian_1-1-pt_5906,WiFi,21995.0,22118.0,124.0,5741.0,0.021599024560181153
pedestrian_1-1-pt_5913_W_XV5VW,pedestrian_1-1-pt_5913,WiFi,20031.0,20171.0,141.0,5514.0,0.025571273122959738
pedestrian_1-1-pt_5942_W_EDPX9,pedestrian_1-1-pt_5942,WiFi,23576.0,23805.0,230.0,5385.0,0.04271123491179202
pedestrian_1-1-pt_5997_W_U6CAV,pedestrian_1-1-pt_5997,WiFi,23505.0,23680.0,176.0,5988.0,0.029392117568470273
pedestrian_1-1-pt_5999_W_LZOKZ,pedestrian_1-1-pt_5999,WiFi,21353.0,21684.0,332.0,5726.0,0.057981138665735246
pedestrian_1-1-pt_6031_W_GK2ZP,pedestrian_1-1-pt_6031,WiFi,25048.0,25182.0,135.0,6793.0,0.019873399087295747
pedestrian_1-1-pt_6176_W_R6WRT,pedestrian_1-1-pt_6176,WiFi,23220.0,23385.0,166.0,6381.0,0.026014731233349006
pedestrian_1-1-pt_6273_W_25J6U,pedestrian_1-1-pt_6273,WiFi,23557.0,23758.0,202.0,5933.0,0.03404685656497556
pedestrian_1-1-pt_6292_W_P2K02,pedestrian_1-1-pt_6292,WiFi,22901.0,23123.0,223.0,6282.0,0.03549824896529768
pedestrian_1-1-pt_6297_W_FFCLP,pedestrian_1-1-pt_6297,WiFi,19977.0,20167.0,191.0,6567.0,0.02908481802954165
pedestrian_1-1-pt_6309_W_0K8D7,pedestrian_1-1-pt_6309,WiFi,23209.0,23503.0,295.0,6820.0,0.04325513196480939
pedestrian_1-1-pt_6355_W_W0E3Q,pedestrian_1-1-pt_6355,WiFi,19395.0,19576.0,182.0,7060.0,0.025779036827195467
pedestrian_1-1-pt_6358_W_TX364,pedestrian_1-1-pt_6358,WiFi,23952.0,24200.0,249.0,6143.0,0.04053394107113788
pedestrian_1-1-pt_6368_W_SILSG,pedestrian_1-1-pt_6368,WiFi,22224.0,22469.0,246.0,6525.0,0.03770114942528736
pedestrian_1-1-pt_6381_W_W299I,pedestrian_1-1-pt_6381,WiFi,21171.0,21335.0,165.0,6181.0,0.026694709593916843
pedestrian_1-1-pt_6389_W_W2DGP,pedestrian_1-1-pt_6389,WiFi,21183.0,21416.0,234.0,5520.0,0.042391304347826085
pedestrian_1-1-pt_6413_W_JRNDI,pedestrian_1-1-pt_6413,WiFi,24003.0,24144.0,142.0,6037.0,0.023521616697034953
pedestrian_1-1-pt_6453_W_GSSKX,pedestrian_1-1-pt_6453,WiFi,20658.0,20865.0,208.0,5976.0,0.03480589022757698
pedestrian_1-1-pt_6516_W_N9IV3,pedestrian_1-1-pt_6516,WiFi,20217.0,20353.0,137.0,6210.0,0.02206119162640902
pedestrian_1-1-pt_6538_W_OB07R,pedestrian_1-1-pt_6538,WiFi,21890.0,22098.0,209.0,6300.0,0.033174603174603176
pedestrian_1-1-pt_654_W_2QSK3,pedestrian_1-1-pt_654,WiFi,20030.0,20269.0,240.0,5592.0,0.04291845493562232
pedestrian_1-1-pt_6673_W_L25JT,pedestrian_1-1-pt_6673,WiFi,18433.0,18606.0,174.0,6768.0,0.025709219858156027
pedestrian_1-1-pt_6743_W_GSR5Y,pedestrian_1-1-pt_6743,WiFi,22262.0,22405.0,144.0,6360.0,0.022641509433962263
pedestrian_1-1-pt_6779_W_UNJAS,pedestrian_1-1-pt_6779,WiFi,18710.0,18924.0,215.0,6538.0,0.03288467421229734
pedestrian_1-1-pt_6931_W_M3FDT,pedestrian_1-1-pt_6931,WiFi,23405.0,23539.0,135.0,6836.0,0.019748390871854885
pedestrian_1-1-pt_6974_W_HEB87,pedestrian_1-1-pt_6974,WiFi,22384.0,22584.0,201.0,6531.0,0.030776297657326597
pedestrian_1-1-pt_7040_W_0W3XM,pedestrian_1-1-pt_7040,WiFi,23597.0,23846.0,250.0,7007.0,0.03567860710717854
pedestrian_1-1-pt_7080_W_PGQJ4,pedestrian_1-1-pt_7080,WiFi,21031.0,21149.0,119.0,5813.0,0.020471357302597627
pedestrian_1-1-pt_7104_W_2LYWT,pedestrian_1-1-pt_7104,WiFi,24249.0,24433.0,185.0,5929.0,0.031202563670096137
pedestrian_1-1-pt_7123_W_K9NJQ,pedestrian_1-1-pt_7123,WiFi,19587.0,19793.0,207.0,7004.0,0.029554540262707023
pedestrian_1-1-pt_7142_W_V15SI,pedestrian_1-1-pt_7142,WiFi,21036.0,21240.0,205.0,6394.0,0.03206130747575853
pedestrian_1-1-pt_7208_W_6AV3I,pedestrian_1-1-pt_7208,WiFi,21588.0,21815.0,228.0,5511.0,0.04137180185084377
pedestrian_1-1-pt_725_W_HY4KO,pedestrian_1-1-pt_725,WiFi,20561.0,20773.0,213.0,5500.0,0.03872727272727273
pedestrian_1-1-pt_7277_W_X7MW1,pedestrian_1-1-pt_7277,WiFi,21924.0,22084.0,161.0,5531.0,0.029108660278430662
pedestrian_1-1-pt_7325_W_G7NIL,pedestrian_1-1-pt_7325,WiFi,21198.0,21464.0,267.0,5555.0,0.048064806480648065
pedestrian_1-1-pt_7440_W_LX8L9,pedestrian_1-1-pt_7440,WiFi,23833.0,23985.0,153.0,6984.0,0.02190721649484536
pedestrian_1-1-pt_7573_W_BLRSQ,pedestrian_1-1-pt_7573,WiFi,23852.0,24105.0,254.0,5703.0,0.04453796247588988
pedestrian_1-1-pt_761_W_QZAU8,pedestrian_1-1-pt_761,WiFi,19559.0,19802.0,244.0,5770.0,0.04228769497400347
pedestrian_1-1-pt_7664_W_0DYRM,pedestrian_1-1-pt_7664,WiFi,22922.0,23160.0,239.0,6652.0,0.035929043896572456
pedestrian_1-1-pt_7732_W_2H24P,pedestrian_1-1-pt_7732,WiFi,24725.0,24881.0,157.0,5704.0,0.02752454417952314
pedestrian_1-1-pt_776_W_SVFG8,pedestrian_1-1-pt_776,WiFi,23478.0,23753.0,276.0,6782.0,0.04069595989383663
pedestrian_1-1-pt_7760_W_I3F31,pedestrian_1-1-pt_7760,WiFi,19959.0,20115.0,157.0,6481.0,0.024224656688782594
pedestrian_1-1-pt_7763_W_HFF7P,pedestrian_1-1-pt_7763,WiFi,20181.0,20385.0,205.0,6435.0,0.031857031857031856
pedestrian_1-1-pt_7863_W_1GNLX,pedestrian_1-1-pt_7863,WiFi,19241.0,19429.0,189.0,5960.0,0.03171140939597315
pedestrian_1-1-pt_7915_W_SCZSI,pedestrian_1-1-pt_7915,WiFi,23899.0,24184.0,286.0,7007.0,0.04081632653061224
pedestrian_1-1-pt_7938_W_ODD4E,pedestrian_1-1-pt_7938,WiFi,21518.0,21683.0,166.0,5768.0,0.028779472954230237
pedestrian_1-1-pt_7948_W_K780M,pedestrian_1-1-pt_7948,WiFi,23332.0,23677.0,346.0,5563.0,0.06219665648031637
pedestrian_1-1-pt_7959_W_HTTF0,pedestrian_1-1-pt_7959,WiFi,21561.0,21700.0,140.0,5894.0,0.023752969121140142
pedestrian_1-1-pt_8068_W_ZMCKN,pedestrian_1-1-pt_8068,WiFi,19795.0,20019.0,225.0,6233.0,0.03609818706882721
pedestrian_1-1-pt_8085_W_A4X1K,pedestrian_1-1-pt_8085,WiFi,22488.0,22610.0,123.0,5972.0,0.020596115204286673
pedestrian_1-1-pt_8137_W_KH7ZN,pedestrian_1-1-pt_8137,WiFi,23995.0,24203.0,209.0,5526.0,0.03782120883098082
pedestrian_1-1-pt_8184_W_4TLAS,pedestrian_1-1-pt_8184,WiFi,23819.0,23975.0,157.0,6506.0,0.024131570857669843
pedestrian_1-1-pt_8247_W_ZX082,pedestrian_1-1-pt_8247,WiFi,24709.0,24846.0,138.0,5882.0,0.023461407684461068
pedestrian_1-1-pt_8280_W_BM42N,pedestrian_1-1-pt_8280,WiFi,20336.0,20613.0,278.0,6185.0,0.04494745351657235
pedestrian_1-1-pt_8289_W_PC6Z2,pedestrian_1-1-pt_8289,WiFi,19568.0,19829.0,262.0,7155.0,0.036617749825296995
pedestrian_1-1-pt_841_W_FS6YY,pedestrian_1-1-pt_841,WiFi,19836.0,20139.0,304.0,6978.0,0.043565491544855256
pedestrian_1-1-pt_8545_W_KKFR2,pedestrian_1-1-pt_8545,WiFi,20705.0,20928.0,224.0,6923.0,0.032355915065722954
pedestrian_1-1-pt_8611_W_6NS8T,pedestrian_1-1-pt_8611,WiFi,20415.0,20657.0,243.0,6238.0,0.038954793202949665
pedestrian_1-1-pt_8682_W_YVG8D,pedestrian_1-1-pt_8682,WiFi,24387.0,24606.0,220.0,6024.0,0.03652058432934927
pedestrian_1-1-pt_8692_W_WGD0F,pedestrian_1-1-pt_8692,WiFi,20723.0,20896.0,174.0,6684.0,0.026032315978456014
pedestrian_1-1-pt_8728_W_9L0QC,pedestrian_1-1-pt_8728,WiFi,24436.0,24680.0,245.0,5814.0,0.04213966288269694
pedestrian_1-1-pt_8735_W_U2EK2,pedestrian_1-1-pt_8735,WiFi,24009.0,24177.0,169.0,5896.0,0.028663500678426053
pedestrian_1-1-pt_8739_W_R4294,pedestrian_1-1-pt_8739,WiFi,24670.0,24854.0,185.0,5576.0,0.03317790530846485
pedestrian_1-1-pt_8762_W_3PJG9,pedestrian_1-1-pt_8762,WiFi,20664.0,20876.0,213.0,6386.0,0.03335421233949264
pedestrian_1-1-pt_8830_W_1QG9Y,pedestrian_1-1-pt_8830,WiFi,22184.0,22290.0,107.0,5373.0,0.019914386748557604
pedestrian_1-1-pt_8968_W_6WRKZ,pedestrian_1-1-pt_8968,WiFi,19706.0,19877.0,172.0,6159.0,0.027926611462899823
pedestrian_1-1-pt_8969_W_IMGMA,pedestrian_1-1-pt_8969,WiFi,21614.0,21822.0,209.0,5637.0,0.03707645910945538
pedestrian_1-1-pt_8982_W_ULESM,pedestrian_1-1-pt_8982,WiFi,18415.0,18617.0,203.0,6952.0,0.029200230149597238
pedestrian_1-1-pt_977_W_BCGQZ,pedestrian_1-1-pt_977,WiFi,23762.0,24056.0,295.0,6579.0,0.044839641282869734
pedestrian_1-1-pt_98_W_7EFEZ,pedestrian_1-1-pt_98,WiFi,24973.0,25200.0,228.0,6077.0,0.03751851242389337
pedestrian_1-1-veh_105_W_YWZJQ,pedestrian_1-1-veh_105,WiFi,23916.0,24185.0,270.0,7196.0,0.03752084491384102
pedestrian_1-1-veh_152_W_XFEEU,pedestrian_1-1-veh_152,WiFi,21998.0,22137.0,140.0,6257.0,0.02237494006712482
pedestrian_1-1-veh_234_W_J471B,pedestrian_1-1-veh_234,WiFi,21703.0,21921.0,219.0,6799.0,0.032210619208707165
pedestrian_1-1-veh_246_W_4H3XS,pedestrian_1-1-veh_246,WiFi,24077.0,24271.0,195.0,6398.0,0.03047827446076899
pedestrian_1-1-veh_298_W_Q32FI,pedestrian_1-1-veh_298,WiFi,21044.0,21354.0,311.0,5630.0,0.05523978685612788
pedestrian_1-1-veh_407_W_DEMGH,pedestrian_1-1-veh_407,WiFi,20206.0,20326.0,121.0,6288.0,0.01924300254452926
pedestrian_1-1-veh_459_W_GNG12,pedestrian_1-1-veh_459,WiFi,21285.0,21442.0,158.0,6678.0,0.02365977837675951
pedestrian_1-1-veh_5_W_T3HVY,pedestrian_1-1-veh_5,WiFi,23252.0,23363.0,112.0,5507.0,0.020337751952061014
pedestrian_1-1-veh_530_W_WMJ28,pedestrian_1-1-veh_530,WiFi,23621.0,23761.0,141.0,5410.0,0.026062846580406654
pedestrian_1-1-veh_602_W_ZLNN3,pedestrian_1-1-veh_602,WiFi,21714.0,22051.0,338.0,6500.0,0.052
pedestrian_1-1-veh_603_W_Y27KK,pedestrian_1-1-veh_603,WiFi,23308.0,23587.0,280.0,5455.0,0.051329055912007336
pedestrian_1-1-veh_608_W_6QV1R,pedestrian_1-1-veh_608,WiFi,23654.0,23993.0,340.0,6070.0,0.05601317957166392
pedestrian_1-1-veh_610_W_FPVQT,pedestrian_1-1-veh_610,WiFi,23475.0,23768.0,294.0,5536.0,0.05310693641618497
pedestrian_1-1-veh_65_W_463SD,pedestrian_1-1-veh_65,WiFi,18656.0,18908.0,253.0,6733.0,0.037576117629585626
pedestrian_1-1-veh_767_W_V82BL,pedestrian_1-1-veh_767,WiFi,19564.0,19720.0,157.0,6894.0,0.02277342616768204
pedestrian_1-1-veh_792_W_ULHCK,pedestrian_1-1-veh_792,WiFi,23463.0,23681.0,219.0,5609.0,0.03904439293991799
pedestrian_1-1-veh_824_W_MKHYZ,pedestrian_1-1-veh_824,WiFi,19256.0,19457.0,202.0,6130.0,0.03295269168026101
pedestrian_1-1-veh_834_W_RV20X,pedestrian_1-1-veh_834,WiFi,23208.0,23437.0,230.0,5735.0,0.04010462074978204
pedestrian_1-1-veh_837_W_ZZGPS,pedestrian_1-1-veh_837,WiFi,21776.0,21967.0,192.0,5740.0,0.033449477351916376
pedestrian_1-2_1017_W_AHX8M,pedestrian_1-2_1017,WiFi,19855.0,20005.0,151.0,5594.0,0.026993207007508044
pedestrian_1-2_1025_W_RMYY4,pedestrian_1-2_1025,WiFi,20317.0,20516.0,200.0,6139.0,0.03257859586251832
pedestrian_1-2_104_W_Z8JXD,pedestrian_1-2_104,WiFi,23498.0,23678.0,181.0,7031.0,0.02574313753377898
pedestrian_1-2_1063_W_TO643,pedestrian_1-2_1063,WiFi,20643.0,20896.0,254.0,6656.0,0.038161057692307696
pedestrian_1-2_1066_W_XM0WO,pedestrian_1-2_1066,WiFi,19156.0,19347.0,192.0,6843.0,0.028057869355545814
pedestrian_1-2_1203_W_ZC4PB,pedestrian_1-2_1203,WiFi,24600.0,24834.0,235.0,5688.0,0.04131504922644163
pedestrian_1-2_1219_W_ASBR4,pedestrian_1-2_1219,WiFi,23667.0,23951.0,285.0,5938.0,0.04799595823509599
pedestrian_1-2_1255_W_L6H6Q,pedestrian_1-2_1255,WiFi,21014.0,21262.0,249.0,6617.0,0.03763034607828321
pedestrian_1-2_1265_W_Z1A3H,pedestrian_1-2_1265,WiFi,22048.0,22433.0,386.0,5630.0,0.06856127886323268
pedestrian_1-2_1285_W_YNAEF,pedestrian_1-2_1285,WiFi,23013.0,23158.0,146.0,7062.0,0.020674030019824412
pedestrian_1-2_1313_W_1EFQA,pedestrian_1-2_1313,WiFi,24688.0,24901.0,214.0,7097.0,0.030153586022262927
pedestrian_1-2_1420_W_SB79Z,pedestrian_1-2_1420,WiFi,24672.0,24974.0,303.0,6363.0,0.047619047619047616
pedestrian_1-2_149_W_JYAHX,pedestrian_1-2_149,WiFi,23294.0,23552.0,259.0,5388.0,0.048069784706755755
pedestrian_1-2_1494_W_SYSAS,pedestrian_1-2_1494,WiFi,22955.0,23152.0,198.0,6499.0,0.030466225573165102
pedestrian_1-2_1533_W_7GDIP,pedestrian_1-2_1533,WiFi,20884.0,21245.0,362.0,6275.0,0.05768924302788845
pedestrian_1-2_1559_W_RM1UV,pedestrian_1-2_1559,WiFi,21425.0,21660.0,236.0,7108.0,0.033202025886325266
pedestrian_1-2_1596_W_CPPJJ,pedestrian_1-2_1596,WiFi,19209.0,19415.0,207.0,5995.0,0.03452877397831526
pedestrian_1-2_1600_W_PMB89,pedestrian_1-2_1600,WiFi,23052.0,23244.0,193.0,6859.0,0.028138212567429655
pedestrian_1-2_1612_W_I8H9I,pedestrian_1-2_1612,WiFi,22330.0,22504.0,175.0,7035.0,0.024875621890547265
pedestrian_1-2_163_W_EMA64,pedestrian_1-2_163,WiFi,22901.0,23117.0,217.0,6738.0,0.03220540219649748
pedestrian_1-2_1640_W_UJWY0,pedestrian_1-2_1640,WiFi,21135.0,21298.0,164.0,6722.0,0.024397500743826243
pedestrian_1-2_1658_W_NOURE,pedestrian_1-2_1658,WiFi,23897.0,24149.0,253.0,6216.0,0.0407014157014157
pedestrian_1-2_168_W_YSVFQ,pedestrian_1-2_168,WiFi,22146.0,22410.0,265.0,6497.0,0.04078805602585809
pedestrian_1-2_171_W_H9X48,pedestrian_1-2_171,WiFi,23759.0,24100.0,342.0,5485.0,0.062351868732907934
pedestrian_1-2_1715_W_OH8UO,pedestrian_1-2_1715,WiFi,23580.0,23950.0,371.0,6609.0,0.056135572703888637
pedestrian_1-2_1805_W_GJ88Z,pedestrian_1-2_1805,WiFi,21100.0,21373.0,274.0,6105.0,0.04488124488124488
pedestrian_1-2_1948_W_IPE5L,pedestrian_1-2_1948,WiFi,20521.0,20972.0,452.0,6555.0,0.06895499618611747
pedestrian_1-2_1953_W_FG68C,pedestrian_1-2_1953,WiFi,18980.0,19234.0,255.0,6322.0,0.04033533691869662
pedestrian_1-2_1990_W_AVZJN,pedestrian_1-2_1990,WiFi,23092.0,23329.0,238.0,7199.0,0.033060147242672595
pedestrian_1-2_2030_W_8MH8U,pedestrian_1-2_2030,WiFi,24013.0,24298.0,286.0,6734.0,0.04247104247104247
pedestrian_1-2_2034_W_5403K,pedestrian_1-2_2034,WiFi,20105.0,20257.0,153.0,5960.0,0.025671140939597315
pedestrian_1-2_2061_W_70U0T,pedestrian_1-2_2061,WiFi,23964.0,24220.0,257.0,6199.0,0.04145829972576222
pedestrian_1-2_2180_W_O2KP3,pedestrian_1-2_2180,WiFi,21967.0,22319.0,353.0,7026.0,0.050241958440079705
pedestrian_1-2_2183_W_AVGI3,pedestrian_1-2_2183,WiFi,21167.0,21584.0,418.0,6926.0,0.06035229569737222
pedestrian_1-2_2215_W_82UVO,pedestrian_1-2_2215,WiFi,23305.0,23482.0,178.0,5539.0,0.03213576457844376
pedestrian_1-2_2229_W_R3VEN,pedestrian_1-2_2229,WiFi,19696.0,19837.0,142.0,6762.0,0.020999704229517895
pedestrian_1-2_2237_W_14RFB,pedestrian_1-2_2237,WiFi,23031.0,23168.0,138.0,6682.0,0.02065249925172104
pedestrian_1-2_2287_W_Z2JNI,pedestrian_1-2_2287,WiFi,18643.0,18951.0,309.0,7050.0,0.04382978723404255
pedestrian_1-2_2335_W_0F415,pedestrian_1-2_2335,WiFi,23630.0,23742.0,113.0,6121.0,0.018461035778467572
pedestrian_1-2_2338_W_ZEBEJ,pedestrian_1-2_2338,WiFi,22885.0,23045.0,161.0,5498.0,0.029283375773008366
pedestrian_1-2_2345_W_BYA69,pedestrian_1-2_2345,WiFi,20981.0,21165.0,185.0,5395.0,0.03429101019462465
pedestrian_1-2_2422_W_A7486,pedestrian_1-2_2422,WiFi,24898.0,25145.0,248.0,6365.0,0.0389630793401414
pedestrian_1-2_2473_W_19E2Q,pedestrian_1-2_2473,WiFi,24350.0,24550.0,201.0,5816.0,0.03455983493810179
pedestrian_1-2_250_W_HRH5M,pedestrian_1-2_250,WiFi,21795.0,22010.0,216.0,5782.0,0.037357315807679
pedestrian_1-2_2512_W_O3MU8,pedestrian_1-2_2512,WiFi,19796.0,19927.0,132.0,6947.0,0.01900100762919246
pedestrian_1-2_2543_W_8QKRD,pedestrian_1-2_2543,WiFi,22264.0,22452.0,189.0,5759.0,0.032818197603750654
pedestrian_1-2_2554_W_OG3HT,pedestrian_1-2_2554,WiFi,22894.0,23125.0,232.0,6340.0,0.03659305993690852
pedestrian_1-2_2564_W_Y18N2,pedestrian_1-2_2564,WiFi,24120.0,24321.0,202.0,6935.0,0.02912761355443403
pedestrian_1-2_2580_W_V8PSQ,pedestrian_1-2_2580,WiFi,18879.0,19038.0,160.0,7070.0,0.02263083451202263
pedestrian_1-2_2598_W_IEFY3,pedestrian_1-2_2598,WiFi,21480.0,21618.0,139.0,6473.0,0.021473814305577012
pedestrian_1-2_2613_W_A5VD3,pedestrian_1-2_2613,WiFi,24509.0,24664.0,156.0,6190.0,0.025201938610662358
pedestrian_1-2_263_W_UO5RW,pedestrian_1-2_263,WiFi,20177.0,20343.0,167.0,5721.0,0.029190700926411465
pedestrian_1-2_2653_W_P8LCZ,pedestrian_1-2_2653,WiFi,24097.0,24409.0,313.0,5917.0,0.052898428257562954
pedestrian_1-2_2702_W_JR3XX,pedestrian_1-2_2702,WiFi,23171.0,23410.0,240.0,6084.0,0.03944773175542406
pedestrian_1-2_2715_W_IOAH9,pedestrian_1-2_2715,WiFi,19748.0,19921.0,174.0,6045.0,0.028784119106699754
pedestrian_1-2_2795_W_9PZOC,pedestrian_1-2_2795,WiFi,22088.0,22272.0,185.0,5670.0,0.03262786596119929
pedestrian_1-2_2797_W_89ZVO,pedestrian_1-2_2797,WiFi,20801.0,21026.0,226.0,6046.0,0.03738008600727754
pedestrian_1-2_2875_W_ERAK3,pedestrian_1-2_2875,WiFi,23194.0,23398.0,205.0,5673.0,0.03613608320112815
pedestrian_1-2_303_W_FUC8P,pedestrian_1-2_303,WiFi,22752.0,22939.0,188.0,5548.0,0.033886085075702954
pedestrian_1-2_3052_W_2CL2I,pedestrian_1-2_3052,WiFi,20837.0,20996.0,160.0,6365.0,0.02513747054202671
pedestrian_1-2_3077_W_S1RKW,pedestrian_1-2_3077,WiFi,24107.0,24265.0,159.0,6537.0,0.02432308398347866
pedestrian_1-2_3081_W_0X7O6,pedestrian_1-2_3081,WiFi,20993.0,21142.0,150.0,5591.0,0.026828832051511358
pedestrian_1-2_315_W_9LVF4,pedestrian_1-2_315,WiFi,19446.0,19834.0,389.0,6153.0,0.06322119291402568
pedestrian_1-2_3214_W_J360M,pedestrian_1-2_3214,WiFi,20868.0,21048.0,181.0,7047.0,0.025684688519937562
pedestrian_1-2_3224_W_4C9CG,pedestrian_1-2_3224,WiFi,23735.0,23889.0,155.0,5736.0,0.02702231520223152
pedestrian_1-2_3280_W_63XJ3,pedestrian_1-2_3280,WiFi,18686.0,18934.0,249.0,6864.0,0.036276223776223776
pedestrian_1-2_3286_W_FKR7A,pedestrian_1-2_3286,WiFi,19010.0,19281.0,272.0,6578.0,0.041349954393432656
pedestrian_1-2_3378_W_H825D,pedestrian_1-2_3378,WiFi,20404.0,20643.0,240.0,5691.0,0.04217185028993147
pedestrian_1-2_3386_W_OE7YQ,pedestrian_1-2_3386,WiFi,18330.0,18498.0,169.0,6871.0,0.024596128656672975
pedestrian_1-2_3389_W_2211P,pedestrian_1-2_3389,WiFi,19759.0,20008.0,250.0,5598.0,0.04465880671668453
pedestrian_1-2_3413_W_NYKNC,pedestrian_1-2_3413,WiFi,22189.0,22351.0,163.0,5593.0,0.029143572322546038
