id,start_timestep,last_timestep,duration,ideal_duration,user_id,protocol,privacy_score
EY7BO02KLOZM,18284.25,18358.0,73.75,234.5,pedestrian_1-1-pt_8424,wifi,0.31449893390191896
VKSUGHRNCYBN,18762.75,18828.75,66.0,522.25,pedestrian_1-1-pt_8533,wifi,0.1263762565820967
GLAGOKLJKIJ1,18922.25,18997.0,74.75,1268.75,pedestrian_1-1-pt_8536,wifi,0.05891625615763547
4UKGTGPEU5KH,18835.0,18906.0,71.0,954.75,pedestrian_1-1-pt_8545,wifi,0.07436501702016235
3FBH357BOQPB,19288.75,19354.25,65.5,231.75,pedestrian_1-1-pt_855,wifi,0.2826321467098166
PJXQV0JLZLZN,18333.5,18399.5,66.0,248.5,pedestrian_1-1-pt_8551,wifi,0.2655935613682093
V1B9PXFS034K,18519.25,18592.5,73.25,794.25,pedestrian_1-1-pt_8567,wifi,0.09222536984576644
J3EGXUHLZ5D0,18335.75,18405.75,70.0,256.25,pedestrian_1-1-pt_8583,wifi,0.2731707317073171
RE0RL10WR0CN,18641.25,18883.25,242.0,775.25,pedestrian_1-1-pt_8597,wifi,0.3121573685907772
0ILOLLSH0K73,19110.5,19179.0,68.5,437.75,pedestrian_1-1-pt_8611,wifi,0.1564820102798401
HRFVVHA5BWRH,18881.0,19165.25,284.25,1305.75,pedestrian_1-1-pt_8618,wifi,0.2176909821941413
MHQP26XPXBEK,18370.5,18442.5,72.0,660.0,pedestrian_1-1-pt_8637,wifi,0.10909090909090909
I7955XVSHZDX,18625.5,18726.25,100.75,562.5,pedestrian_1-1-pt_8643,wifi,0.1791111111111111
STM0D6VN46Q4,19176.25,19238.75,62.5,121.0,pedestrian_1-1-pt_8682,wifi,0.5165289256198347
643T0GTU1UFE,18909.5,19000.75,91.25,531.25,pedestrian_1-1-pt_8692,wifi,0.17176470588235293
M72QDE51HNC5,18945.25,19019.0,73.75,558.0,pedestrian_1-1-pt_871,wifi,0.13216845878136202
SNTPHGEJY0EY,19031.75,19135.5,103.75,1186.75,pedestrian_1-1-pt_8714,wifi,0.08742363598061934
IHRAAS8AODV5,19386.25,19400.0,13.75,13.75,pedestrian_1-1-pt_8728,wifi,1.0
AKCN2R1KRH5F,19304.25,19368.0,63.75,95.75,pedestrian_1-1-pt_8735,wifi,0.6657963446475196
8F97JE0VNDI8,19159.5,19324.5,165.0,585.75,pedestrian_1-1-pt_8762,wifi,0.28169014084507044
DUMBCCN3AZJ6,18977.25,19022.25,45.0,144.25,pedestrian_1-1-pt_8784,wifi,0.3119584055459272
B8G2XARODD46,18044.75,18116.5,71.75,188.25,pedestrian_1-1-pt_8795,wifi,0.38114209827357237
J50JGHXYOA40,19307.25,19382.0,74.75,674.75,pedestrian_1-1-pt_8799,wifi,0.11078177102630604
PIVMX8ZQJAVJ,19016.75,19383.25,366.5,1370.75,pedestrian_1-1-pt_8810,wifi,0.26737187670983037
JYO49HNYX97S,18994.75,19258.0,263.25,533.75,pedestrian_1-1-pt_8814,wifi,0.4932084309133489
NL8IP2ROZ0LL,19108.0,19179.75,71.75,530.75,pedestrian_1-1-pt_8839,wifi,0.13518605746585022
OF46W2WUBU1J,19392.25,19400.0,7.75,7.75,pedestrian_1-1-pt_8858,wifi,1.0
NCCKNEPY1X0G,18624.0,18698.0,74.0,1112.75,pedestrian_1-1-pt_8872,wifi,0.06650190968321726
2A5FS7B3JOVT,19041.25,19106.75,65.5,218.25,pedestrian_1-1-pt_8968,wifi,0.30011454753722794
3WT0B0AAB7LN,18491.25,18563.75,72.5,319.5,pedestrian_1-1-pt_8982,wifi,0.2269170579029734
GR3EWJ0Z8DSE,18904.25,19267.25,363.0,825.75,pedestrian_1-1-pt_930,wifi,0.4396003633060854
K3L5CG21U8NT,18960.0,19052.5,92.5,644.5,pedestrian_1-1-pt_953,wifi,0.143522110162917
7E8P3GMA7BZO,18274.25,18395.75,121.5,303.0,pedestrian_1-1-pt_954,wifi,0.400990099009901
7WH0HBFBFWBP,18387.25,19398.5,1011.25,1012.75,pedestrian_1-1-pt_955,wifi,0.998518884226117
NVR6RCNMAAOK,18866.25,18936.75,70.5,473.25,pedestrian_1-1-pt_977,wifi,0.14896988906497624
TOTYM17TRGJC,19210.75,19265.0,54.25,152.5,pedestrian_1-1-pt_98,wifi,0.3557377049180328
3FSRLNESRFFX,19368.25,19400.0,31.75,31.75,pedestrian_1-1-pt_980,wifi,1.0
PFXF578XKDR5,18140.5,18208.5,68.0,250.25,pedestrian_1-1-veh_105,wifi,0.27172827172827174
Z6V16CZH9HF5,18200.25,18274.5,74.25,639.75,pedestrian_1-1-veh_114,wifi,0.1160609613130129
CXUGV0LM93ZK,19132.0,19201.5,69.5,456.75,pedestrian_1-1-veh_152,wifi,0.15216201423097975
HFA5V3XGMTZT,19295.5,19369.25,73.75,414.75,pedestrian_1-1-veh_17,wifi,0.17781796262808922
F97ZW0FTDE9P,19007.25,19119.5,112.25,379.75,pedestrian_1-1-veh_202,wifi,0.2955892034233048
5NZZDU0M10XT,18401.25,18422.75,21.5,21.5,pedestrian_1-1-veh_234,wifi,1.0
BBIB6LPY3G6N,18238.5,18299.0,60.5,239.5,pedestrian_1-1-veh_236,wifi,0.25260960334029225
8OPB595YIFWS,19213.0,19287.0,74.0,597.75,pedestrian_1-1-veh_246,wifi,0.12379757423672104
SSS2FWTIP0S8,19212.25,19266.75,54.5,116.0,pedestrian_1-1-veh_248,wifi,0.4698275862068966
RLC4JU8RB6X8,18757.25,18811.25,54.0,54.0,pedestrian_1-1-veh_311,wifi,1.0
IOF2V82C3ZFZ,19092.0,19163.5,71.5,425.25,pedestrian_1-1-veh_359,wifi,0.16813639035861258
MKW0NCN2ZFH8,18630.25,18698.25,68.0,181.75,pedestrian_1-1-veh_406,wifi,0.3741403026134801
NG339Q3PUIJO,19329.0,19398.25,69.25,487.75,pedestrian_1-1-veh_407,wifi,0.14197847257816504
OS7XEMOVJE4G,18456.25,18632.0,175.75,374.0,pedestrian_1-1-veh_415,wifi,0.4699197860962567
U9ZC7F97J0PF,18758.5,18948.25,189.75,392.0,pedestrian_1-1-veh_42,wifi,0.4840561224489796
G2B7UZZ2V6AT,19162.75,19230.5,67.75,467.25,pedestrian_1-1-veh_425,wifi,0.14499732477260568
HASDNPWFRJO8,18522.25,18587.0,64.75,257.0,pedestrian_1-1-veh_459,wifi,0.2519455252918288
ES6QCO5C3YCA,18427.75,18496.75,69.0,163.5,pedestrian_1-1-veh_475,wifi,0.42201834862385323
LFLVNRX64WCR,19141.25,19276.25,135.0,178.25,pedestrian_1-1-veh_503,wifi,0.7573632538569425
DQSI280KC3ZV,18269.25,18334.25,65.0,247.25,pedestrian_1-1-veh_509,wifi,0.26289180990899896
2UJRN7H9N7RB,18935.5,19003.25,67.75,417.0,pedestrian_1-1-veh_531,wifi,0.16247002398081534
PKTBM2Y1RFCL,19186.5,19258.25,71.75,257.75,pedestrian_1-1-veh_544,wifi,0.27837051406401553
J4YGPQ90FAWX,18032.25,18092.25,60.0,71.75,pedestrian_1-1-veh_546,wifi,0.8362369337979094
FW1ATYJ9I7UQ,19261.5,19330.25,68.75,139.75,pedestrian_1-1-veh_569,wifi,0.4919499105545617
P7QTVXX3Z2AC,19254.5,19327.5,73.0,349.75,pedestrian_1-1-veh_572,wifi,0.2087205146533238
