id,start_timestep,last_timestep,user_id,ideal_duration,protocol,duration,privacy_score
M58HJY05EAN2,18049.25,18079.5,pedestrian_1-1-pt_1673,51.75,wifi,30.25,0.5845410628019324
ECMGHSA2NVB9,18029.25,18087.0,pedestrian_1-1-pt_1773,71.75,wifi,57.75,0.8048780487804879
0IUVDKALXIJA,18069.25,18101.0,pedestrian_1-1-pt_2201,31.75,wifi,31.75,1.0
2LEM2BUR20FX,18014.25,18077.75,pedestrian_1-1-pt_2382,86.75,wifi,63.5,0.7319884726224783
5W17BOUPCRFE,18054.25,18101.0,pedestrian_1-1-pt_2498,46.75,wifi,46.75,1.0
IQ1P68NSQ42U,18078.25,18101.0,pedestrian_1-1-pt_255,22.75,wifi,22.75,1.0
JXJXOH9TWW5G,18073.25,18101.0,pedestrian_1-1-pt_2770,27.75,wifi,27.75,1.0
CJFWWRJ1LL0X,18083.25,18101.0,pedestrian_1-1-pt_2835,17.75,wifi,17.75,1.0
3QTN7UDWBEK9,18030.25,18069.5,pedestrian_1-1-pt_3251,70.75,wifi,39.25,0.5547703180212014
2Z0SY6TF0AFA,18032.25,18090.75,pedestrian_1-1-pt_3431,68.75,wifi,58.5,0.850909090909091
GZZ9Z8YG6AST,18097.25,18101.0,pedestrian_1-1-pt_4026,3.75,wifi,3.75,1.0
RWSFB9N2EGWF,18065.25,18101.0,pedestrian_1-1-pt_4187,35.75,wifi,35.75,1.0
YQIBPT5SEIMC,18076.25,18101.0,pedestrian_1-1-pt_4472,24.75,wifi,24.75,1.0
YM66U8XIXKFX,18073.25,18101.0,pedestrian_1-1-pt_4658,27.75,wifi,27.75,1.0
YSGGL0MWNGF9,18038.25,18098.5,pedestrian_1-1-pt_5078,62.75,wifi,60.25,0.9601593625498008
1YDS86IRAJ1G,18075.25,18101.0,pedestrian_1-1-pt_5139,25.75,wifi,25.75,1.0
VO4H0OWQUWTS,18016.25,18084.25,pedestrian_1-1-pt_6269,84.75,wifi,68.0,0.8023598820058997
QRVPZE924GO2,18046.25,18101.0,pedestrian_1-1-pt_6561,54.75,wifi,54.75,1.0
