id,start_timestep,last_timestep,user_id,ideal_duration,protocol,duration,privacy_score
E3VQXNXJY5RE,18150.25,18164.75,pedestrian_1-1-pt_1006,118.0,lte,14.5,0.1228813559322034
TC8HOE7H2WOY,18681.75,18696.0,pedestrian_1-1-pt_1040,797.75,lte,14.25,0.017862738953306173
E2PTTCN1FEMO,18667.25,18680.25,pedestrian_1-1-pt_1108,895.75,lte,13.0,0.014512977951437344
6DHG2F2OPMLY,18693.0,18707.75,pedestrian_1-1-pt_1134,1186.75,lte,14.75,0.012428902464714557
EJ5NT9YS11LX,18397.75,18412.25,pedestrian_1-1-pt_1142,1190.75,lte,14.5,0.01217719924417384
PKQI8A232G70,18690.5,18704.5,pedestrian_1-1-pt_1169,907.75,lte,14.0,0.015422748554117323
IH1LCAF7IGH7,18699.25,18713.0,pedestrian_1-1-pt_1215,680.75,lte,13.75,0.020198310686742563
YXLGS3LY4ILF,18678.75,18693.0,pedestrian_1-1-pt_1223,839.75,lte,14.25,0.01696933611193808
D4OYXJZNSYYZ,18632.75,18646.25,pedestrian_1-1-pt_1227,329.75,lte,13.5,0.04094010614101592
TF9JVI90E2UD,18424.25,18438.75,pedestrian_1-1-pt_1253,719.75,lte,14.5,0.020145883987495658
19CZO6GEBVKS,18469.25,18483.75,pedestrian_1-1-pt_1270,930.75,lte,14.5,0.0155788342734354
205DJZ2HOX2D,18664.5,18679.25,pedestrian_1-1-pt_1329,187.25,lte,14.75,0.0787716955941255
6JXMH7LFYBM8,18697.75,18712.25,pedestrian_1-1-pt_1414,721.75,lte,14.5,0.02009005888465535
FJ9QU6RCMV76,18439.25,18454.0,pedestrian_1-1-pt_1440,1026.75,lte,14.75,0.014365717068419772
187HGLTEL5EQ,18676.75,18691.5,pedestrian_1-1-pt_1475,363.0,lte,14.75,0.040633608815427
IUEQM9TFNW30,18625.75,18640.5,pedestrian_1-1-pt_1560,893.75,lte,14.75,0.016503496503496504
7JD53UV4MMLK,18633.5,18648.25,pedestrian_1-1-pt_1665,924.75,lte,14.75,0.015950256826169237
53MAAH54LX4X,18401.5,18416.25,pedestrian_1-1-pt_1669,612.25,lte,14.75,0.024091465904450795
4GS6PRTWSCYT,18319.0,18333.5,pedestrian_1-1-pt_1673,418.75,lte,14.5,0.03462686567164179
43NV5VXHTUD5,18686.25,18697.5,pedestrian_1-1-pt_1714,109.25,lte,11.25,0.10297482837528604
JX5FJRYAPTH4,18523.25,18537.75,pedestrian_1-1-pt_1720,971.75,lte,14.5,0.014921533316182145
8NJ10EB19INS,18214.0,18228.25,pedestrian_1-1-pt_1747,34.75,lte,14.25,0.41007194244604317
70QSAXFUXTKP,18566.25,18581.0,pedestrian_1-1-pt_1770,448.0,lte,14.75,0.032924107142857144
7F9Z831TO6EN,18032.25,18047.0,pedestrian_1-1-pt_1773,576.0,lte,14.75,0.025607638888888888
7SGAI9YR5ZVP,18332.5,18347.0,pedestrian_1-1-pt_1780,909.25,lte,14.5,0.015947209238383282
NUMZLQELMPP3,18496.5,18511.25,pedestrian_1-1-pt_1797,1008.75,lte,14.75,0.014622057001239157
VGW8BNYDKWNM,18638.0,18652.5,pedestrian_1-1-pt_1933,791.75,lte,14.5,0.01831386169876855
IBXYPO8DRXYM,18447.0,18461.75,pedestrian_1-1-pt_1949,1076.75,lte,14.75,0.0136986301369863
Q8FJJM8OV0L6,18682.25,18695.5,pedestrian_1-1-pt_2125,733.5,lte,13.25,0.018064076346284937
0Y8KI3ZIWWY5,18621.5,18636.25,pedestrian_1-1-pt_2162,899.5,lte,14.75,0.016397998888271263
W6SI01GF6CRE,18674.25,18686.5,pedestrian_1-1-pt_2170,272.25,lte,12.25,0.04499540863177227
637P4RAG4UM4,18695.5,18706.0,pedestrian_1-1-pt_2188,755.75,lte,10.5,0.013893483294740324
N67S31RJI9O1,18085.5,18100.0,pedestrian_1-1-pt_2201,458.5,lte,14.5,0.03162486368593239
2VJ5TD3PH058,18624.0,18638.75,pedestrian_1-1-pt_2277,917.75,lte,14.75,0.01607191500953419
7NQUX5P3QNAE,18302.75,18317.5,pedestrian_1-1-pt_2342,307.5,lte,14.75,0.04796747967479675
T014IQWHO94W,18554.5,18569.25,pedestrian_1-1-pt_2369,159.5,lte,14.75,0.09247648902821316
0VKT3FRASED8,18491.5,18506.0,pedestrian_1-1-pt_237,578.5,lte,14.5,0.025064822817631807
6AV3NN7RGSCO,18629.5,18644.25,pedestrian_1-1-pt_2382,1361.0,lte,14.75,0.010837619397501837
L3C7O99PHHCD,18652.5,18666.75,pedestrian_1-1-pt_2453,783.75,lte,14.25,0.01818181818181818
X9T1NM440J4R,18602.75,18617.0,pedestrian_1-1-pt_2483,855.75,lte,14.25,0.016652059596844872
GT8579HOSVZH,18159.25,18174.0,pedestrian_1-1-pt_2498,1345.75,lte,14.75,0.010960430986438788
S6E1AS0Q7MPC,18304.75,18319.5,pedestrian_1-1-pt_250,815.25,lte,14.75,0.018092609628948174
T72O6KMFZGJ8,18584.75,18598.5,pedestrian_1-1-pt_2529,64.25,lte,13.75,0.2140077821011673
LE4UI5MB3760,18636.5,18651.25,pedestrian_1-1-pt_2534,1146.75,lte,14.75,0.012862437322868977
ER0WMLV7LLAS,18632.5,18647.0,pedestrian_1-1-pt_255,928.75,lte,14.5,0.015612382234185734
YWB0369T5IXO,18693.75,18708.25,pedestrian_1-1-pt_2606,886.75,lte,14.5,0.01635184663095574
T97NBDA720WA,18610.25,18624.75,pedestrian_1-1-pt_2738,596.5,lte,14.5,0.024308466051969825
5OTA6KO6H84G,18321.25,18336.0,pedestrian_1-1-pt_2770,277.75,lte,14.75,0.05310531053105311
7GVUJRJOBJ72,18350.0,18364.25,pedestrian_1-1-pt_2835,1108.75,lte,14.25,0.012852311161217588
OG7CNKWJXFGQ,18568.75,18583.0,pedestrian_1-1-pt_2844,1028.75,lte,14.25,0.013851761846901579
UV7JCED3WXXK,18474.75,18489.25,pedestrian_1-1-pt_29,938.75,lte,14.5,0.01544607190412783
7C5ST81W27CK,18133.25,18148.0,pedestrian_1-1-pt_306,104.75,lte,14.75,0.14081145584725538
I8THYQVOBCHI,18473.0,18487.75,pedestrian_1-1-pt_317,1105.75,lte,14.75,0.013339362423694325
TVTUW4XPFJQ6,18514.5,18529.25,pedestrian_1-1-pt_319,1020.25,lte,14.75,0.014457240872335212
8CJMMPLDQRQ1,18535.75,18550.5,pedestrian_1-1-pt_325,819.75,lte,14.75,0.01799329063738945
CKH3S23GIDX5,18406.75,18420.75,pedestrian_1-1-pt_3251,421.0,lte,14.0,0.0332541567695962
GYDYL6IWRGFA,18233.75,18248.5,pedestrian_1-1-pt_3431,1367.75,lte,14.75,0.010784134527508682
HNU4I25VGQMI,18675.5,18688.75,pedestrian_1-1-pt_358,256.0,lte,13.25,0.0517578125
PBI0OQBYUVZP,18566.75,18580.75,pedestrian_1-1-pt_3615,988.75,lte,14.0,0.01415929203539823
1AJO5W7NLK42,18628.25,18642.25,pedestrian_1-1-pt_3626,881.0,lte,14.0,0.015891032917139614
S41HO3IL6PAN,18122.25,18131.25,pedestrian_1-1-pt_3629,15.0,lte,9.0,0.6
6NK6D9B6QT1K,18691.25,18703.5,pedestrian_1-1-pt_3651,731.75,lte,12.25,0.016740690126409292
1WUOROKW9289,18512.75,18526.75,pedestrian_1-1-pt_3727,948.75,lte,14.0,0.014756258234519103
37GOQKIGUL3A,18545.25,18559.75,pedestrian_1-1-pt_3769,647.5,lte,14.5,0.022393822393822392
97L3NETPVS1B,18363.0,18377.5,pedestrian_1-1-pt_3804,163.75,lte,14.5,0.08854961832061069
UQ4KXYWYJUVK,18523.5,18536.5,pedestrian_1-1-pt_3858,111.5,lte,13.0,0.11659192825112108
Y9HQALEQIVI0,18688.25,18700.75,pedestrian_1-1-pt_392,593.75,lte,12.5,0.021052631578947368
ZFH5RU49GV6E,18579.5,18593.0,pedestrian_1-1-pt_3920,312.5,lte,13.5,0.0432
I8P0F0MCQQMM,18623.5,18638.0,pedestrian_1-1-pt_3927,470.25,lte,14.5,0.03083466241360978
R8GC5LQGBP47,18586.0,18600.75,pedestrian_1-1-pt_4023,997.75,lte,14.75,0.014783262340265597
7KW3MJR44QAZ,18278.75,18293.5,pedestrian_1-1-pt_4026,1302.75,lte,14.75,0.011322203032047591
9APKWBRBNYGG,18431.0,18445.75,pedestrian_1-1-pt_4067,733.5,lte,14.75,0.02010906612133606
EVBWNRWF4EGB,18567.5,18582.25,pedestrian_1-1-pt_4147,1110.75,lte,14.75,0.01327931577762773
KT66EWN2YG5X,18384.25,18399.0,pedestrian_1-1-pt_4187,707.75,lte,14.75,0.020840692334864006
DC835XUNBDKM,18624.5,18638.75,pedestrian_1-1-pt_4215,415.75,lte,14.25,0.034275405892964524
19MTCNXBOVVE,18673.5,18687.25,pedestrian_1-1-pt_4232,771.75,lte,13.75,0.017816650469711693
JPKJFFJZ4X07,18665.75,18680.0,pedestrian_1-1-pt_4251,773.75,lte,14.25,0.01841680129240711
B487RHV5LY9G,18643.5,18658.25,pedestrian_1-1-pt_4262,710.25,lte,14.75,0.020767335445265753
YJNRZR19WTZA,18529.25,18544.0,pedestrian_1-1-pt_4329,633.75,lte,14.75,0.023274161735700197
UZ2C94Q7O9GX,18437.0,18451.5,pedestrian_1-1-pt_438,1288.75,lte,14.5,0.01125121241513094
DEBFXT3HYQQB,18545.25,18559.75,pedestrian_1-1-pt_4410,854.75,lte,14.5,0.016964024568587307
X4X2IYLVFGS1,18624.75,18639.5,pedestrian_1-1-pt_4463,985.75,lte,14.75,0.014963225970073548
4Z3EKPH9F9D0,18437.75,18452.5,pedestrian_1-1-pt_4466,610.75,lte,14.75,0.024150634465820713
ZVF2G9MU3Z1K,18286.75,18301.5,pedestrian_1-1-pt_4472,1083.0,lte,14.75,0.013619575253924284
CI851IYGYZDM,18382.75,18397.5,pedestrian_1-1-pt_4489,1087.75,lte,14.75,0.01356010112617789
CSLQ79KUPVY6,18695.25,18703.75,pedestrian_1-1-pt_4517,704.75,lte,8.5,0.012061014544164597
FL8UBFKP5O31,18469.5,18484.25,pedestrian_1-1-pt_4537,1224.75,lte,14.75,0.012043274137579097
OUZ4KQDDYOIV,18442.25,18456.75,pedestrian_1-1-pt_4658,642.0,lte,14.5,0.022585669781931463
XGST8TG8PPZ6,18422.0,18436.75,pedestrian_1-1-pt_4671,946.75,lte,14.75,0.01557961447055717
KQUOL2PVJP8U,18509.75,18524.5,pedestrian_1-1-pt_4748,922.5,lte,14.75,0.015989159891598916
RT85HK8UM4BD,18694.25,18708.75,pedestrian_1-1-pt_4804,812.5,lte,14.5,0.017846153846153845
VG0G0EBVETB1,18604.5,18618.5,pedestrian_1-1-pt_4879,88.0,lte,14.0,0.1590909090909091
ZYAT6ROM2KLX,18485.5,18499.75,pedestrian_1-1-pt_494,947.75,lte,14.25,0.015035610656818781
7WZSWD0G4HRK,18515.5,18530.0,pedestrian_1-1-pt_4962,456.5,lte,14.5,0.03176341730558598
SGSNELS02EEV,18440.5,18455.25,pedestrian_1-1-pt_4996,640.25,lte,14.75,0.023037875829754
WQ148A5B1JHN,18624.5,18639.25,pedestrian_1-1-pt_4999,1084.75,lte,14.75,0.013597603134362757
88UE804RVFXR,18202.5,18217.25,pedestrian_1-1-pt_5048,329.5,lte,14.75,0.044764795144157814
5AQR71XA9E4K,18609.5,18623.25,pedestrian_1-1-pt_5072,677.25,lte,13.75,0.020302694721299374
NJE7576AVU8N,18108.75,18123.25,pedestrian_1-1-pt_5078,189.0,lte,14.5,0.07671957671957672
I1RCWR1QOZ77,18693.5,18707.75,pedestrian_1-1-pt_5115,714.75,lte,14.25,0.01993704092339979
RV3ETZP5I411,18680.25,18692.0,pedestrian_1-1-pt_5128,756.75,lte,11.75,0.015526924347538818
NGW801R4Z2PC,18564.0,18578.5,pedestrian_1-1-pt_5139,956.5,lte,14.5,0.015159435441714584
AHZT015A9QD4,18150.0,18162.25,pedestrian_1-1-pt_5167,38.75,lte,12.25,0.3161290322580645
7CY2DZM7VU62,18604.75,18619.5,pedestrian_1-1-pt_521,131.75,lte,14.75,0.11195445920303605
JM4YRDTOF0LR,18659.5,18673.75,pedestrian_1-1-pt_5222,735.25,lte,14.25,0.019381162869772185
1XWLX4T84IXG,18578.75,18593.0,pedestrian_1-1-pt_5258,995.75,lte,14.25,0.014310820989204118
GEVOVUAG0EBS,18446.75,18461.0,pedestrian_1-1-pt_530,612.5,lte,14.25,0.02326530612244898
Q0TBZJBSQQ5C,18649.25,18664.0,pedestrian_1-1-pt_5339,408.25,lte,14.75,0.036129822412737295
OP1JOBJBLVET,18669.0,18680.5,pedestrian_1-1-pt_5342,734.75,lte,11.5,0.015651582170806397
10UBX390ZCSY,18661.25,18672.25,pedestrian_1-1-pt_5357,377.75,lte,11.0,0.02911978821972204
WXRQTD0EFZQ9,18644.75,18659.0,pedestrian_1-1-pt_5392,397.75,lte,14.25,0.035826524198617225
S3QA5JBC5FPF,18463.25,18478.0,pedestrian_1-1-pt_5443,980.75,lte,14.75,0.015039510578638797
QQW5AE3B9F57,18606.25,18620.75,pedestrian_1-1-pt_5464,734.75,lte,14.5,0.019734603606668934
VOOKVI5QTBC1,18403.25,18418.0,pedestrian_1-1-pt_5498,445.5,lte,14.75,0.03310886644219978
JAP6FVJMFT30,18661.0,18675.5,pedestrian_1-1-pt_560,324.0,lte,14.5,0.044753086419753084
9RU9THMI198F,18522.5,18537.25,pedestrian_1-1-pt_5612,458.25,lte,14.75,0.03218767048554282
YG1K1L5KQUAU,18628.75,18643.25,pedestrian_1-1-pt_568,847.75,lte,14.5,0.017104099085815394
1J3AXPVT6S7Y,18651.5,18666.0,pedestrian_1-1-pt_5685,846.75,lte,14.5,0.017124298789489224
66D8PGT3XJEK,18690.0,18704.0,pedestrian_1-1-pt_5795,559.25,lte,14.0,0.025033527045149755
QXQ95CA3HTPH,18308.75,18323.0,pedestrian_1-1-pt_5809,977.5,lte,14.25,0.014578005115089514
13JXF0H2LFU0,18694.25,18709.0,pedestrian_1-1-pt_596,779.75,lte,14.75,0.01891631933311959
SLECI1CYVCHG,18160.5,18175.25,pedestrian_1-1-pt_5990,793.25,lte,14.75,0.018594390167034354
