id,start_timestep,last_timestep,duration,ideal_duration,user_id,protocol,privacy_score
29JCPQGKD7NR,18200.0,18254.75,54.75,118.0,pedestrian_1-1-pt_1006,wifi,0.4639830508474576
Z0S79UZIFHRD,18213.25,18345.0,131.75,150.75,pedestrian_1-1-pt_1134,wifi,0.8739635157545605
G752VM00106J,18209.25,18343.75,134.5,154.75,pedestrian_1-1-pt_1142,wifi,0.8691437802907916
VAUEUKZQDS1C,18323.75,18362.5,38.75,76.75,pedestrian_1-1-pt_1253,wifi,0.504885993485342
EE8RV355BF81,18272.5,18346.0,73.5,220.75,pedestrian_1-1-pt_1669,wifi,0.332955832389581
73PAM7XUVCIV,18184.0,18255.5,71.5,314.75,pedestrian_1-1-pt_1673,wifi,0.22716441620333597
4IVFESPQ3CVC,18207.25,18242.0,34.75,34.75,pedestrian_1-1-pt_1747,wifi,1.0
MFZ66S2M5F29,18273.25,18346.5,73.25,334.75,pedestrian_1-1-pt_1773,wifi,0.21882001493651979
X33N8KFU7UTU,18256.75,18317.75,61.0,165.75,pedestrian_1-1-pt_1780,wifi,0.3680241327300151
245ST5EHGDGN,18323.25,18354.25,31.0,40.75,pedestrian_1-1-pt_1949,wifi,0.7607361963190185
BX7IZ880SXAU,18350.25,18364.0,13.75,13.75,pedestrian_1-1-pt_2162,wifi,1.0
0IUVDKALXIJA,18069.25,18140.5,71.25,294.75,pedestrian_1-1-pt_2201,wifi,0.24173027989821882
X3Q95XRL63RO,18271.25,18333.75,62.5,92.75,pedestrian_1-1-pt_2342,wifi,0.6738544474393531
PNBNBQ2ZZBL4,18324.5,18364.0,39.5,70.75,pedestrian_1-1-pt_237,wifi,0.558303886925795
3WN8SUJJHBIL,18191.5,18261.25,69.75,349.75,pedestrian_1-1-pt_2382,wifi,0.19942816297355254
WQX62PL2PPY3,18118.25,18184.75,66.5,309.75,pedestrian_1-1-pt_2498,wifi,0.21468926553672316
B2DMRAOQ2AKM,18204.25,18268.25,64.0,189.75,pedestrian_1-1-pt_250,wifi,0.3372859025032938
IVX6576GDG5J,18253.25,18314.5,61.25,110.75,pedestrian_1-1-pt_2534,wifi,0.5530474040632054
Q7K4P0580VKN,18118.5,18187.75,69.25,285.75,pedestrian_1-1-pt_255,wifi,0.24234470691163604
7K5SB2DPZJ8Z,18257.0,18328.25,71.25,277.75,pedestrian_1-1-pt_2770,wifi,0.2565256525652565
7QTPCQFUP66W,18249.75,18354.75,105.0,280.75,pedestrian_1-1-pt_2835,wifi,0.37399821905609976
9TAZBX5O989N,18170.75,18236.25,65.5,104.75,pedestrian_1-1-pt_306,wifi,0.6252983293556086
DA3KZTOIABDE,18294.25,18330.5,36.25,69.75,pedestrian_1-1-pt_317,wifi,0.5197132616487455
O8VVA1239V3O,18259.5,18322.5,63.0,227.75,pedestrian_1-1-pt_319,wifi,0.27661909989023054
TXGHP15OQ3DX,18256.25,18310.5,54.25,107.75,pedestrian_1-1-pt_325,wifi,0.5034802784222738
MZGFQK003UA6,18299.75,18364.0,64.25,333.75,pedestrian_1-1-pt_3251,wifi,0.19250936329588014
GJ1H3F6LT8OG,18260.0,18333.25,73.25,331.75,pedestrian_1-1-pt_3431,wifi,0.22079879427279578
841574HOZU6Y,18122.25,18137.25,15.0,15.0,pedestrian_1-1-pt_3629,wifi,1.0
ND7AYY0RLXFM,18273.0,18343.5,70.5,126.75,pedestrian_1-1-pt_3804,wifi,0.5562130177514792
K0589YOJ610Q,18328.25,18364.0,35.75,35.75,pedestrian_1-1-pt_3920,wifi,1.0
E39U3KKEK8B6,18187.0,18252.0,65.0,266.75,pedestrian_1-1-pt_4026,wifi,0.2436738519212746
F6NMU15XAKCE,18202.25,18273.75,71.5,161.75,pedestrian_1-1-pt_4067,wifi,0.4420401854714065
KW05LWXSU7P2,18321.0,18354.75,33.75,74.75,pedestrian_1-1-pt_4147,wifi,0.451505016722408
RWSFB9N2EGWF,18065.25,18126.75,61.5,298.75,pedestrian_1-1-pt_4187,wifi,0.20585774058577405
4OYX95KSBIKU,18177.5,18246.0,68.5,252.75,pedestrian_1-1-pt_438,wifi,0.27101879327398615
QU8P847B9BMV,18238.5,18312.0,73.5,287.75,pedestrian_1-1-pt_4472,wifi,0.2554300608166811
29Y687J8XVYX,18312.25,18348.25,36.0,51.75,pedestrian_1-1-pt_4489,wifi,0.6956521739130435
CAB9ONB94CA9,18175.25,18237.5,62.25,188.75,pedestrian_1-1-pt_4537,wifi,0.32980132450331123
YM66U8XIXKFX,18073.25,18142.5,69.25,290.75,pedestrian_1-1-pt_4658,wifi,0.23817712811693895
V1G14R9SCEX0,18352.25,18364.0,11.75,11.75,pedestrian_1-1-pt_4671,wifi,1.0
CSJEKUDOFH21,18280.5,18341.75,61.25,118.75,pedestrian_1-1-pt_4748,wifi,0.5157894736842106
NTW1X9LY78UX,18173.25,18220.5,47.25,190.75,pedestrian_1-1-pt_4804,wifi,0.24770642201834864
6SPL2DQCRYQ9,18340.25,18364.0,23.75,23.75,pedestrian_1-1-pt_4996,wifi,1.0
3NFKJICKRUZV,18315.25,18348.75,33.5,48.75,pedestrian_1-1-pt_4999,wifi,0.6871794871794872
W68T5O33P8BV,18227.5,18287.0,59.5,239.75,pedestrian_1-1-pt_5048,wifi,0.24817518248175183
