id,start_timestep,last_timestep,duration,ideal_duration,user_id,protocol,privacy_score
K7LUSXYNXUO9,18076.25,18086.75,10.5,51.75,pedestrian_1-1-pt_1673,lte,0.2028985507246377
ETFF662XONFD,18082.25,18100.0,17.75,71.75,pedestrian_1-1-pt_1773,lte,0.24738675958188153
BNZZMP96NNV2,18075.75,18100.0,24.25,31.75,pedestrian_1-1-pt_2201,lte,0.7637795275590551
5KQ913700IL2,18014.25,18028.0,13.75,86.75,pedestrian_1-1-pt_2382,lte,0.1585014409221902
P6DM8V0D5CBZ,18071.0,18083.5,12.5,46.75,pedestrian_1-1-pt_2498,lte,0.26737967914438504
OO0H52YRR4CE,18083.75,18093.0,9.25,22.75,pedestrian_1-1-pt_255,lte,0.4065934065934066
6264QF9405EI,18087.0,18101.0,14.0,27.75,pedestrian_1-1-pt_2770,lte,0.5045045045045045
T57E0GWFQZGD,18083.25,18097.5,14.25,17.75,pedestrian_1-1-pt_2835,lte,0.8028169014084507
G8ZYJLP5GL0E,18047.0,18058.25,11.25,70.75,pedestrian_1-1-pt_3251,lte,0.15901060070671377
WF7HTR9HEZ54,18084.75,18099.25,14.5,68.75,pedestrian_1-1-pt_3431,lte,0.2109090909090909
393IATS3D90N,18097.25,18101.0,3.75,3.75,pedestrian_1-1-pt_4026,lte,1.0
R21AOQ2102W2,18083.75,18096.25,12.5,35.75,pedestrian_1-1-pt_4187,lte,0.34965034965034963
IQEZVVC4T6L1,18076.25,18087.25,11.0,24.75,pedestrian_1-1-pt_4472,lte,0.4444444444444444
EE9LC1SIOCDO,18073.25,18098.5,25.25,27.75,pedestrian_1-1-pt_4658,lte,0.9099099099099099
1H4GZQ452EOL,18084.25,18098.5,14.25,62.75,pedestrian_1-1-pt_5078,lte,0.22709163346613545
5QIEG117JETS,18075.25,18085.25,10.0,25.75,pedestrian_1-1-pt_5139,lte,0.3883495145631068
GKI60AUVQ06Y,18026.0,18051.5,25.5,84.75,pedestrian_1-1-pt_6269,lte,0.3008849557522124
WJAL3SOC5UBK,18073.0,18098.0,25.0,54.75,pedestrian_1-1-pt_6561,lte,0.45662100456621
JNS0305GWSE3,18045.0,18059.0,14.0,69.75,pedestrian_1-1-pt_7054,lte,0.2007168458781362
